TaxonId	matchedType	inputName	matchedName	matchedCanonicalForm	inputRank	matchedRank	synonymStatus	acceptedName	matchedEditDistance	matchedScore	matchTaxonID
541	Exact string match	Nemertea	Nemertea	Nemertea	phylum	phylum	false	Nemertea	0	0.982	26922935
541	Exact string match	Nemertea	Nemertea	Nemertea	phylum	phylum	false	Nemertea	0	0.982	26922935
549	Exact string match	Onychophora	Onychophora	Onychophora	phylum	genus	false	Onychophora	0	0.982	27108697
549	Exact string match	Onychophora	Onychophora	Onychophora	phylum	phylum	false	Onychophora	0	0.982	26927650
549	Exact string match	Onychophora	Onychophora	Onychophora	phylum	genus	false	Onychophora	0	0.982	27108697
549	Exact string match	Onychophora	Onychophora	Onychophora	phylum	phylum	false	Onychophora	0	0.982	26927650
552	Exact string match	Phoronida	Phoronida	Phoronida	phylum	phylum	false	Phoronida	0	0.982	26924822
552	Exact string match	Phoronida	Phoronida	Phoronida	phylum	phylum	false	Phoronida	0	0.982	26924822
555	Exact string match	Placozoa	Placozoa	Placozoa	phylum	phylum	false	Placozoa	0	0.982	26932860
555	Exact string match	Placozoa	Placozoa	Placozoa	phylum	phylum	false	Placozoa	0	0.982	26932860
558	Exact string match	Platyhelminthes	Platyhelminthes	Platyhelminthes	phylum	phylum	false	Platyhelminthes	0	0.982	26922060
558	Exact string match	Platyhelminthes	Platyhelminthes	Platyhelminthes	phylum	phylum	false	Platyhelminthes	0	0.982	26922060
587	Exact string match	Porifera	Porifera	Porifera	phylum	phylum	false	Porifera	0	0.982	26927153
587	Exact string match	Porifera	Porifera	Porifera	phylum	phylum	false	Porifera	0	0.982	26927153
620	Exact string match	Rotifera	Rotifera	Rotifera	phylum	phylum	false	Rotifera	0	0.982	26930373
620	Exact string match	Rotifera	Rotifera	Rotifera	phylum	phylum	false	Rotifera	0	0.982	26930373
628	Exact string match	Sipuncula	Sipuncula	Sipuncula	phylum	phylum	false	Sipuncula	0	0.982	26926385
628	Exact string match	Sipuncula	Sipuncula	Sipuncula	phylum	phylum	false	Sipuncula	0	0.982	26926385
631	Exact string match	Tardigrada	Tardigrada	Tardigrada	phylum	phylum	false	Tardigrada	0	0.982	26927867
631	Exact string match	Tardigrada	Tardigrada	Tardigrada	phylum	phylum	false	Tardigrada	0	0.982	26927867
1447	Exact string match	Choanozoa	Choanozoa	Choanozoa	phylum	phylum	false	Choanozoa	0	0.982	26924253
1447	Exact string match	Choanozoa	Choanozoa	Choanozoa	phylum	phylum	false	Choanozoa	0	0.982	26924253
126323	Exact string match	Bryozoa	Bryozoa	Bryozoa	phylum	phylum	false	Bryozoa	0	0.982	26923447
126323	Exact string match	Bryozoa	Bryozoa	Bryozoa	phylum	phylum	false	Bryozoa	0	0.982	26923447
136021	Exact string match	Pogonophora	Pogonophora	Pogonophora	phylum	genus	false	Pogonophora	0	0.982	27084451
136021	Exact string match	Pogonophora	Pogonophora	Pogonophora	phylum	genus	false	Pogonophora	0	0.982	27084451
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26922558
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26922793
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26922804
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26922087
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26922091
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	phylum	false	Not assigned	0	0.953	26922148
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26922150
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26922237
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26922329
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26922396
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26922902
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26922945
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26922961
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26922973
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26923073
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	superfamily	false	Not assigned	0	0.953	26923146
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26923228
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26923282
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26923535
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26923539
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26923593
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26923649
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26923729
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26923731
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26923834
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26923863
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	superfamily	false	Not assigned	0	0.953	26923917
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26924261
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924273
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924277
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924292
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924318
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26924335
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924348
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924363
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924366
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924402
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924411
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924429
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26924435
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924437
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924446
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26924461
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26924489
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924491
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924525
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924528
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924539
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26924561
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26924572
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924610
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924621
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26924637
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924643
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26924677
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924706
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924733
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924800
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26924824
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924884
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26924922
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26925521
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26925570
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26925572
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26925603
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26925641
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26925679
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26925681
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26925696
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26925820
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26925990
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26926307
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26926313
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26926366
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26926370
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26926378
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26926459
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26926546
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26926560
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26926625
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26926630
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26926640
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26926655
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26926776
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26926945
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26927025
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26927162
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26927236
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26927349
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26927351
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26927413
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26927487
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26927642
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26927652
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26927789
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26927998
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26928034
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26928047
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26928062
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26928072
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26928094
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26928128
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	phylum	false	Not assigned	0	0.953	26928156
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26928185
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26928235
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26928585
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26928619
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26928663
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26928874
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26928876
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26928895
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26928962
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26929016
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26929047
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26929062
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26929078
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26929087
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26929133
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26929152
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26929266
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26929420
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26929423
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26929905
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26930122
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26930253
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	superfamily	false	Not assigned	0	0.953	26930507
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26930613
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26930615
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26930732
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26930808
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26931295
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26931322
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26931360
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26931369
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26931591
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26931698
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26931787
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26931945
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26931962
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26931976
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26932050
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26932055
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26932069
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26932093
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26932186
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26932188
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26932290
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26932483
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26932585
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26932662
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26932670
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	superfamily	false	Not assigned	0	0.953	26932731
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	class	false	Not assigned	0	0.953	26932861
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26932863
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	superfamily	false	Not assigned	0	0.953	26932882
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	superfamily	false	Not assigned	0	0.953	26932888
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	superfamily	false	Not assigned	0	0.953	26932919
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	superfamily	false	Not assigned	0	0.953	26932950
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	superfamily	false	Not assigned	0	0.953	26932968
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	superfamily	false	Not assigned	0	0.953	26932977
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26933018
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26933029
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26933118
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26933127
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26933142
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26933179
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26933197
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26933199
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26933201
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26933210
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26933216
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26933237
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26933283
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	family	false	Not assigned	0	0.953	26933315
1452	Canonical form exact match	Not_assigned_6336	Not assigned	Not assigned	class	order	false	Not assigned	0	0.953	26924321
