taxonID,type,scientificName,parser_run
c752c92a-f312-561b-99f2-7bfeee76b5b9,acronym,XMRV-VP62,
a7061827-00c2-5b1b-beed-23684e0f8963,acronym,Epinephelus flavolimbatus,1
c636029f-38fd-5f74-ad69-72f1b429f66a,acronym,Influenza A virus (A/swine/Fujian/01(H5N1)),
50fd5f55-391a-5e2e-803c-c8b929832479,acronym,HAdV-D,
b5a520e8-b24f-5196-8f60-aac8303e38ef,acronym,BmDNV-3,
45c49252-ec7f-520f-99fc-3866038e45f1,acronym,RAVV-Rav,
05fe58b1-21fe-5b7d-94d0-0de57aa3b102,acronym,HAdV-F,
114caaaf-a131-5001-9f56-dbb72a1074f0,acronym,HERV-W,
c3ebdfe5-8923-50e1-953c-75607774f94e,acronym,HAdV-E,
37943197-77f6-5130-8d17-c806ed91ecce,acronym,OBOV,
209e0aeb-1c69-5cf9-8599-5d83913491d8,acronym,RLMV,
8d3e1b0c-3907-5a89-b95d-d03cc4b1ebfe,acronym,HRV-B84,
87d58831-4303-501d-8726-bf79e8b3496e,acronym,NDiV,
e293ac68-eb95-524a-a429-ac684df3d1ee,acronym,ERBV-2,
a6eddc67-9504-593d-86ef-0118a0a0ca4e,acronym,HAdV-C,
0f121f1f-7c28-50b4-8add-01b32f48c562,acronym,FDV,
ada0f8a0-2da3-5fe8-9271-b7ecd754f6a2,acronym,OSGIV,
f941c092-96d5-58c1-b359-ca590b7e664c,acronym,McPV2,
0aaa13c8-d8d9-5240-8911-7fc900990766,acronym,BiMV,
ca54b0d4-ad9a-567a-ab2b-6f5b42aa5e04,acronym,HAdV-A,
51793924-c7fa-5803-87d6-789b9296c835,acronym,FLMaV-2,
d2c0e6af-51e2-5d99-b5ec-4bd21c9a3fd6,acronym,HHPV-1,
3a550e2d-1c59-5e2c-a7ed-65f419fa35a9,acronym,WBNV,
914f5fdb-9efa-5865-b634-b2eb08f445c1,acronym,CaHV-1,
54add7aa-e1f1-5b6e-9975-e772f5c8e398,acronym,CSFV39,
a917cee8-6235-58cf-9819-e85ac746c19b,acronym,OVRV,
f5c20602-c4bd-5fcb-91ac-f56f6c7aa7fa,acronym,MDEV,
2bc3147c-b26e-50c2-b6d0-f44c0ac16a33,acronym,CNRMV,
a7ef2646-0f35-5df5-8eff-6a8e82763d28,acronym,GCRV,
ffb42536-5a7d-5802-bb0b-d0487409f9ba,acronym,BRMV,
32d9df77-82f9-5882-b5e8-40a1125e6c22,acronym,His2V,
098d6e97-1a41-57a1-a06f-297ebfdd628d,acronym,His1V,
3fc4e128-7abe-5457-8c0a-69a776db330a,acronym,HBVcpz,
058a1e96-d2e9-5181-ba4e-6268351fc778,acronym,ToLCBV-[IN:KerIV:05],
bb005bd3-f226-5b4c-82f3-47f76cd97af6,acronym,CYMVR,
12a0ecfc-e2e8-5cf1-a183-2d54253e314c,acronym,Lorius amabilis,1
986a8b34-f614-5153-a77c-d9f87243c985,acronym,HRSV-S2,
3f9bdc36-e18b-5d8b-aae3-bc9cf27e4b0f,acronym,CPXV,
96730c9a-d8ac-5e30-b278-028fd2ac556d,acronym,BusuNPV,
e05d4263-dce3-5818-919d-24c0e241f99b,acronym,FWPV,
3ed6c3cb-159c-5e41-97c2-4d55e8be03a0,acronym,KARV,
42cc6942-6b93-558c-9d3a-e75be5bad390,acronym,SPPV,
2474f7e2-6bb5-5d06-86bf-8fdadc70bc0c,acronym,PLHV-2,
a2e496ad-a678-59c2-8bcc-c9be1d5b372b,acronym,CABYV,
6948adb6-58b0-50f8-8063-2598c790a860,acronym,SFV,
92cd2102-80d1-5c07-b6b0-d2a6f7a6752b,acronym,ToLCHsV-[TW:THsi:05],
7dc962ba-71aa-5e21-8cc5-5fed00f5c59f,acronym,ToLCTWV-[TW:Hsi:C1:05],
01fd1d7e-e398-5a80-9960-8bbd4def242a,acronym,SPV,
7be6bbb5-904b-5a33-8dfd-dd40abd24112,acronym,CWL-S,
28cc92af-0bff-5dd6-a269-ac7a4ac0e324,acronym,BDV-2,
6598d456-80e5-5e22-a104-6237f2caa85b,acronym,BDV-1,
091a35f7-3af0-524f-91a3-b29a9f8cc45c,acronym,BDV-3,
c448385b-91ae-5820-bd03-4c6ec25fb5ad,acronym,CaYMV,
20124f25-c8f9-5048-8e52-bafc838f1f3d,acronym,ToLCRajV-[IN:Raj:05],
a3d5f1c8-4e93-5550-8afd-f919a8e0dcbc,acronym,SpiMV-2,
60327bcd-b523-5a2f-ab3c-62e684a6e536,acronym,MOCV,
8c52d1fa-78e1-5e86-b0df-ccc8ef743e93,acronym,McVI,
03a3daf2-bd7f-5ae0-8385-7a868b33f45c,acronym,WSSV,
bd27b4d6-f26a-54e9-8108-85716feb3812,acronym,McVII,
f33aa88e-d9d3-5210-9384-9a3c040a9bce,acronym,GmNPV,
36e2bc96-ef4e-59ec-9d56-953cf5386824,acronym,CbEPV,
f4831fa5-4b60-5b09-8b12-72372991cbe0,acronym,AgIV,
fc20b35f-39dc-5d18-aa25-2c38a766dd37,acronym,HaEPV,
36ca0c08-0680-535f-bbdd-36cea89c46ed,acronym,HSV-1,
5611839f-9501-533c-b51d-c94c0e3e9ac2,acronym,HSV1,
d42ab216-5fca-5aba-a7af-e793620c900b,acronym,HSV2,
3c0d757d-727e-5767-b08e-ce14fcd06ae2,acronym,EHV-1,
b4ea8def-74cc-5a9e-8b0d-9825ab42ad48,acronym,C1/TS2,
301d2591-bf5c-5c0a-985e-3ba881a3991d,acronym,SVTS2,
85215802-83de-55a9-b084-1d87364c6612,acronym,HRV-AMS323,
d7ba10fb-00b1-5e53-8934-2d219d94632d,acronym,HEV-AMS721,
85c1cdd0-618c-5752-b642-01547609fd2e,acronym,HEV-AMS573,
e7a8efc4-8d70-5cc5-b976-7e7c04f95939,acronym,EHV-4,
7a678a88-27fe-5ab9-acbd-e8d624dc0e62,acronym,RDCoV/GZ43/03,
6757d80a-9450-5984-b371-d54fa1d15d3a,acronym,CFBCoV/DM95/03,
e84d179a-8308-5b71-910f-368123fdca99,acronym,EHV4,
e1ffa117-2e4f-58c6-b216-f3f505f0fa5d,acronym,WCMV,
9f5e1d25-7049-5cbf-9e89-ac5d8e1751e7,acronym,DuMV,
280c6f5d-e59e-51f5-9509-9335730af6c2,acronym,VZV,
24bd0a6e-e3da-5e2b-988c-1bba09dade8e,acronym,OkMV,
3a85fc3b-01b0-5437-826f-91e85b26752d,acronym,DYMV,
24d6434a-e461-5e8e-8dc7-1a352dea2e99,acronym,PRV,
33408f11-3d26-5c2b-8689-155189299af2,acronym,TLMV,
36079066-36b1-513b-89e2-d173dc1d85a9,acronym,EHV-5,
c54e6e21-f5ac-579a-8d9c-4c62c868a87a,acronym,PDTWII,
173da752-a682-5934-bf76-0ef143e6dfc7,acronym,BLHV,
9102fc26-8bba-520c-b75d-4915688eb67e,acronym,BSV,
94b72caa-f40e-54b7-8a4d-838a5cfd178b,acronym,EHPV1,
6fcd0fed-3d6a-5c77-b274-cde47aad1451,acronym,EePV1,
870fc0ce-224f-50a9-ba37-f3b0932bef11,acronym,European hedgehog papillomavirus 1,
21854015-a4c1-5f49-9fcc-1f3ebb704d3a,acronym,Saproscincus sp. Eungella,1
d6afa833-0018-5e9f-912b-2a2211c1560b,acronym,EHV5,
3aaaceef-a3f4-5b34-8c1b-f8ca6e3003af,acronym,Poecilia nigrofasciata,1
f791a71e-4a1f-5b21-ba00-ed9b9c41ba16,acronym,SIV-wrc,
124507af-104b-538b-ab69-ac11a2b8550a,acronym,LBBV,
531797bc-2cee-5aeb-b5e1-53842afbe6c7,acronym,"Erebia medusa polaris Staudinger, 1871",1
9d931e3e-81cc-53c1-bf88-123ec3ba61fd,acronym,"Odorrana tiannanensis (Yang and Li, 1980)",1
399ac847-f2a5-509a-808b-3b48ba7064c4,acronym,IAPVOB,
e8ac46fe-51b7-526d-829d-a6647c5d1e43,acronym,EPV,
2d5af254-2abc-548b-a632-51e7ce9f7147,acronym,HHV-4,
39139761-a5b8-54f3-a44c-8a860e524507,acronym,YHV,
eb6c25b2-a70f-5292-8f3e-0e5f4810e623,acronym,BHV-4,
13647139-c5bf-5c6f-890c-b43110d48f86,acronym,DPWT,
67b3691a-9798-5d51-b470-634c85861de5,acronym,ScRS,
6ba70d95-5fa6-569e-8250-ac562a473689,acronym,TbLCV,
8bea204d-5d83-56bf-93af-c8a0d7420140,acronym,CPMMV,
2a2c7c4b-bffd-5b59-8d7a-19e4323a483d,acronym,ToCV,
c18ef94e-895f-5b8f-a42e-272e72fa5265,acronym,MVDV,
c6a26cb7-504e-5034-9497-0b7180adfa15,acronym,APSE-1,
9e5fefd8-7848-52e3-b135-6f076a944caa,acronym,CEVd-Sj 1,
b9bac755-28a1-57d9-8c5d-6c013a31bb3f,acronym,CEVd-Sj 2,
47690a6d-722e-5660-a14b-df8264b7d727,acronym,SLY,
52a7ff6f-259f-561b-92e1-59210d50cbb8,acronym,SGP,
6965c5bb-d1ce-53a8-b06d-fad246b9fa13,acronym,TFRSV,
1ddd12fa-f3f9-51ec-b610-e46c0cf77d5e,acronym,GaHV-1,
0fe667ac-ce16-503e-ae14-51ea71a55282,acronym,TYLCV-Is,
d20ba943-75db-5e68-8ed6-90fb8ba87486,acronym,ILTV,
80a5c23d-2bb5-5b48-919e-373a9e2faea6,acronym,RGSV,
92022a0b-00c9-5bd2-8a24-1d0410c5fa31,acronym,TINV,
21a60255-54a0-5898-8d8f-42029f2f93d2,acronym,CtRLV,
82391ed7-38e0-561d-bcf7-ed9a73788b70,acronym,STSV1,
0e717cdf-61b2-5974-adb3-5cab300ae2d6,acronym,unidentified diatom MBIC10102,
430ddfea-8bd1-5664-a231-36fa50df80fd,acronym,Lamprosphaerus sp. JGZ-2004-1,1
d17620fe-9797-5ce5-a65c-976be686e279,acronym,MDV1,
64f2252d-1338-50b2-8dff-2dc4d99a754b,acronym,Prophage Gifsy-3,2
61662c50-38f4-5131-ae72-85f7877a9502,acronym,CGRMV,
d5f20765-d5a9-58a5-90d9-4606ac755875,acronym,WisiNPV,
3a789463-2c10-548e-9256-6db901a8c367,acronym,PRMV,
7f10810e-daef-5392-9e0e-67ae37dafc82,acronym,PMoV,
d6bbb5e4-f12a-563a-aecb-934ef94c3e19,acronym,"Aleiantus incertus Lebis, 1953",1
520d13f1-b229-56d8-b220-af68c38c6bef,acronym,PPBV,
4346f296-c7a5-5a2e-bd69-4ab4f2945551,acronym,OvHV2,
011a5c80-1911-57ab-80a9-c210867d21d5,acronym,GSHV,
ece443db-94bf-5c00-ad68-6eac5a373641,acronym,HBV,
7e5f1084-96f4-541f-b38c-9038a8a4582e,acronym,LdMNPV,
9fa3531e-d96b-5c05-b479-1c23c44475e6,acronym,WEHV1,
325c3d52-220f-51f8-85b1-18957984fd1c,acronym,WEHV2,
70861bb4-517e-5d4c-973c-58b3af8c4c13,acronym,SVV,
c63a9964-3491-54ff-a720-90dd29cf0cf0,acronym,MODV,
6b172402-6a9c-51b6-96ae-2e7b18ca8ba1,acronym,JUTV,
d917820e-6c1f-56a1-a652-b325e3e8dd25,acronym,CRV,
e21fe100-8d77-5e1f-a21c-1880a8535868,acronym,UGSV,
98c9a826-5ddd-5c33-acaa-19c68f007ef1,acronym,BOUV,
5b9fb63e-eac8-5b00-8358-06908038ac6d,acronym,NTAV,
387a2b41-a5f2-53b9-b58c-b387e73fac49,acronym,ITV,
9674517e-4d28-5451-88f7-94fc9a391339,acronym,BAGV,
a00671d5-0bda-54c2-a9f7-da80d15f75ab,acronym,KSIV,
06fbcd34-d473-52f8-9be6-46933c793a24,acronym,ENTV,
e2e6b5b3-fd19-5582-9fef-5182f2743a5f,acronym,DBV,
52fb2d49-0821-5c4c-ab57-707535e005c3,acronym,BUBV,
9c6dafda-41d2-5381-8d5c-f796493a40a1,acronym,APOIV,
deca4d2d-2ee8-5923-aaa1-ef6e87ee412d,acronym,DCV,
b390521c-67b4-546a-ac9e-a95e1fbf1b38,acronym,TGV-Ub,
7233b03f-75da-5ed1-8caa-d24958a0a189,acronym,NNV,
c33a2a19-6af6-5fe1-ae8c-81848e7508ce,acronym,PEV-9,
82e7b8b8-710e-53f1-884a-aa4a70e227bf,acronym,FrMV,
75cedf60-f191-5b84-96e4-688537fbfa8a,acronym,RSIV-K,
39d953f8-cae6-5bbd-acb7-8c49cb5be1d6,acronym,RBIV-K,
e8b93073-daa6-5628-96bb-1c3834f0f02c,acronym,SBIV-K,
9985f8fe-a1fa-569f-b3af-7d1197741d79,acronym,RHBV-cr,
54f5b7d8-5909-525c-8228-5ed7bf786a65,acronym,MARV-Ozo,
0f157ef0-dbed-5c43-809a-4eec1b38b370,acronym,CLCuKV-Dab,
4fa1b67c-8d97-57a4-ad22-d0d0e7f06b08,acronym,SHEV,
3ca50394-4219-5367-9b0c-03c3da2de4a7,acronym,PfMNPV,
c6e2b818-f666-5b3f-b22f-81cf5e2a44c2,acronym,SeMNPV,
7a5bac78-fe8e-5a3c-b204-232c4dc17eff,acronym,SfNPV,
d48593cb-8db1-5e8b-9cc9-da673e30ad23,acronym,TRBIV,
a2f57cfc-aa47-5f63-ae96-98af1a737842,acronym,SlNPV,
ee2571db-512d-59f3-b1a5-f116874c1967,acronym,EHNV,
2b7b3771-893e-524b-9c52-3cbb4cb4cf89,acronym,FlPV1,
d81251d1-7db7-5c37-9de6-5c25032c28f6,acronym,MSRV,
e4e1726b-b967-54cc-be5b-023679e0386d,acronym,BmSNPV,
645a7673-a4a2-59b1-96fe-848a4e2f586c,acronym,BmNPV,
d976dccb-16ef-5a53-b8f6-63c581c33d74,acronym,NCMV,
9c3c90c1-f092-53fa-a9d1-b40cf3cb97f3,acronym,TnGV,
00ffa1ae-60b3-5a09-a23d-e6a3703f492a,acronym,PbGV,
ff1554af-52c1-579e-931b-01f578b8ea51,acronym,HzNPV,
86e1a988-0598-5e37-9cc8-3d5b8aa10ed7,acronym,HzSNPV,
d4718194-0a5f-570b-828d-e6b00a5430e3,acronym,CsPDV,
f64ed2dc-fdfc-5172-8994-c7f28884f696,acronym,TIV,
2a302485-4cca-5c5c-9fec-fc2ae71fd9d3,acronym,EACMV,
a49b3f17-6d16-5d6f-8806-233ad0e57e20,acronym,PERV,
b628357a-dd33-53b1-8c61-7dd6872f2e14,acronym,FV3,
138a0798-8f2e-512d-9218-1187f5e049f4,acronym,JHP,
3492b076-6b17-5510-a219-900983d443e2,acronym,ATV,
feca1b4a-39c1-5420-a58b-66f9c1cf77c9,acronym,ASFV,
aee29b6a-24e9-5b67-8925-d1e1959d3d0c,acronym,MeYVMV-[IN:Bar2:06],
edafb4dc-ca4a-511a-9b11-5b30133ce34f,acronym,PBCV-1,
7bd87ed2-c12b-5cdb-b310-85cfe35d6420,acronym,OpMNPV,
3efa59f8-16df-5ba1-8052-c13ced4992e4,acronym,BAd3,
d47ebb2b-4941-5d14-8fcb-43bc522087cc,acronym,GFkV,
e372c203-41f8-5a66-9bfb-8956910e586f,acronym,MRFV,
e505a7b6-e5c7-5af4-974c-84850312d3a3,acronym,HTCV,
c04cc899-0d4c-5618-b65d-ae5b795201a8,acronym,ILHV,
93cde070-bea4-5516-a5d3-d04d5b554e0e,acronym,LSDV,
08833d7c-6b96-58ef-aadb-a1dcb5acb29e,acronym,RYSV,
1d91a187-0015-5eeb-81aa-aaba0cd3dfff,acronym,RTYV,
a57a5b8d-0546-5060-9b24-c742c90640fd,acronym,HpLV,
eab0efd5-1a68-5dee-8cfd-c84eac9f71aa,acronym,bos3,
626c6a06-c567-5b82-9d79-e006648e5650,acronym,Cupressus arizonica var. arizonica,1
dd9b5cf5-e97a-5470-9e5f-d54d32c3f6b4,acronym,MAV-1,
33ba8370-2e73-5e1a-aad7-5ddcd0ffe071,acronym,VSH-1,
77e68a37-7785-507f-8a20-4afaa99434b0,acronym,SWBV,
6d3e2a7d-f5e6-5d4f-a964-7f7908bbfa43,acronym,NRV,
b89bf95b-23e5-5c39-b64f-13e0d0f3ce5d,acronym,Chp-2,
f5e23a2a-397c-5d7b-9ea9-32d68d8a8143,acronym,LeMV,
6218a540-ae49-59b5-b2df-e74d73efaeb9,acronym,EcPV2,
162e86cd-c4e6-5afd-9fe9-b280126bafe0,acronym,LRV1-1,
54cac51d-c8f2-5841-86d7-ae13e68be8d9,acronym,SHIV,
2944f643-ca18-501b-a185-935513367978,acronym,AAV-4,
b44d8c78-d3d9-51ff-9cfa-30c1979387a0,acronym,HERV-H,
c2748438-de3f-5b9d-b905-0c28cb7fe7f5,acronym,CELO,
03a2b05e-4e4f-5b28-8c1e-3c1878ecf097,acronym,BPV-1,
c3fb9ece-bee4-5ea0-80e1-9dde484583c5,acronym,BPV-2,
0ecb382f-5aaf-501a-aec2-0e109b4f1ebf,acronym,CfGV,
8a0ae7fe-76de-5340-bfb6-f87c50fc79fb,acronym,OBDV,
41bf482e-b440-5e0f-b10d-c8a5816d6d06,acronym,CalHV-3,
7c990605-634d-523d-aac8-76355760bc3f,acronym,CalHV3,
0a00ed97-a996-5256-b42f-0fcf5ba001ed,acronym,BPV-3,
e0ca67b0-e28a-5faf-ac78-c0454a5d7872,acronym,HXHV,
19c47fe8-0476-5745-bf2e-ebd3f0fd8bbf,acronym,EMoV,
0477fa76-172b-5e95-a0e5-31764f309756,acronym,(Hu/NV/Alphatron/98-2/1998/NET),
4076f29e-0e69-5d28-81f8-832663dc9a28,acronym,phiCP39-O,
52f69187-c280-5b52-9233-d9b4b76e090b,acronym,SBRV,
d1e0de93-4c7d-5f8b-ae54-49d1d537363d,acronym,SGNNV,
3c84509c-1dc9-540a-903b-6ed4472d8fe0,acronym,ISAV,
40d3571c-5260-5ddb-8ef3-d368ba16ff7a,acronym,MAI,
d8f5637c-6bde-59bf-9258-d7ed5884fd10,acronym,BPV-4,
981acb2f-ad9e-5f95-9a7f-b696755e108c,acronym,CnPDV1,
a9107d8d-5d84-5c0b-a16f-32cf8c2762ad,acronym,PEV-10,
afa1dd61-cb98-5ff2-ab14-d73fae19c453,acronym,CVbMV,
7c899921-174f-5246-9244-bcbeeaea972a,acronym,187,
1a3e7006-d7f1-595d-a146-c5342159cd16,acronym,Twort,1
cc948a16-116f-5511-b9a4-ae176a612f0c,acronym,BPV-6,
de03f488-2fa8-5a97-aae8-830153139cfc,acronym,EEPV,
28463871-09b5-5b47-9e27-2eec30115ed0,acronym,RPV,
a4efcdbf-41ad-5b34-a2b8-4a6a3a80d388,acronym,RHPV 1,
861238dd-a508-528b-8414-3ace871a10b2,acronym,MOBV,
73e26881-ad30-5656-9f5a-8081c545f665,acronym,IPPYV,
22748990-14a5-549a-9a45-dc73a7d71faf,acronym,SSV2,
f26ba0e1-8a72-5ada-8d6b-9c4dee54fd7d,acronym,SSV1,
8ea44f73-d2d8-5c53-ab60-1d812344520d,acronym,CRPV,
a9e71bef-7a4e-51ad-ab4f-41a93ce64a20,acronym,SgCSV,
9dbc9eb0-6463-5a11-ae10-d73cb38ee059,acronym,BFDV,
3f1896a8-6d71-5f71-bca9-6b941138965b,acronym,Influenza A virus (A/Ck/UP/India/2543/2004(H9N2)),
c15d3d72-f5d9-53f4-8536-110e5a455d9f,acronym,BVDV type II,
465bfbb3-5d0c-58b6-8d2a-d6f98bba03b8,acronym,HGV-1,
613ac5cb-974a-5d38-848f-86b72f066fc1,acronym,HGV,
f74c190a-2864-58b1-b14f-0f31b802fc99,acronym,GBV-C/G,
9b0b48f0-ea01-51e3-b23a-a22f6db75a55,acronym,GBV-C,
c1826bb4-b56a-5722-b1f4-37f7e6519b49,acronym,CVd-III,
57c41004-9e79-5654-81b3-9d99f6e386cd,acronym,LbFV,
1aa208ff-a428-518b-9a03-4328724d49f8,acronym,UMBV,
9368b500-963d-53d4-9b03-db81caa42ded,acronym,ScSMV,
ae79da35-36eb-5d80-b210-da9fe8c80674,acronym,WRSV,
b3a4a8fd-7691-5928-8d2f-fbbf459e0092,acronym,BKV,
dbeb7f15-b2a5-5d19-9d3f-bfae29171c6e,acronym,SV40,
1a293640-ccb6-5d43-b91b-3fe370ea9420,acronym,CERV,
b405210c-03d6-54ef-9256-e4d29f1b03b4,acronym,CAMV,
50e3ef83-4838-5d02-beaa-de4630a2801f,acronym,HYVV-[UK2],
bc59208e-ddb1-59f9-bc2f-0289d3231e73,acronym,HYVV-[UK1],
132fb701-e707-5d61-8ff9-17be05f34750,acronym,EoPV,
b4369312-c4b1-566e-bb25-6fd0d6a3f95e,acronym,PafrLHV-1,
3c834a21-b0c1-53a8-9b87-3a8e741b1464,acronym,LPMV,
990f729f-4d75-53e3-8a10-8938883aa768,acronym,CLCuV,
0af0039d-63e6-5b19-a235-9fd7887f04ea,acronym,GV,
3f4178f5-cf8b-54b6-be35-dc85253b4105,acronym,PVBV,
72ea38b1-0589-50f3-be46-12f8a5474d68,acronym,ChlVMV,
9f350329-89ae-5c1b-a0c1-379ea46b850a,acronym,WiMV,
a72fe613-0016-5898-a0f3-6fc4cc8cf8a7,acronym,IWSV,
9dd4de3c-0a1a-5e90-ad21-15353c60451c,acronym,RnW8V-M,
4c5422d6-55b6-525a-a4fa-87b61483bf5a,acronym,FMV,
b8abe2f6-ad8d-5166-b7cb-60a88046429f,acronym,LLAP 14,
0bd070bd-a2c1-54b4-bf50-08b923f2a521,acronym,BBWV-1,
84200797-7a26-50b8-961a-a34d2185c4f0,acronym,BDBV,
85304b90-e472-5285-a726-5b060810c19f,acronym,LLAP 8,
6a55f356-8f1f-5405-a5ac-9fc73a8ecc0f,acronym,LLAP 1,
8919563f-88b7-5051-aab5-89aca6c34f49,acronym,VDV-1,
cecc5a03-aa33-5cc8-af3b-930581d3a5bb,acronym,CeHV-5,
8097dfad-9136-5514-a7a1-4d13f90a03a6,acronym,DHV2,
2c033a49-9e31-51db-ae87-63ccd4c09408,acronym,MYRV1-9B21,
c621af38-c7f4-57f7-bfeb-1d9d838e375d,acronym,CpMYRV-1/9B21,
b029af25-2885-5d00-889a-d4322d8926ad,acronym,BVDV-0,
a384bc81-dad5-5f18-9ad8-7a2e6ac31ea0,acronym,GSDIV,
320130fd-923e-56f0-b731-5ac1c75d812b,acronym,DiVY,
09793153-d28f-5b40-9498-2b5f04034efa,acronym,RTBV,
c4a865e4-4612-5bbc-80ca-5425dec4475b,acronym,HRV-1,
c982f0f2-32f5-5446-8957-2d7fa4dbc278,acronym,HCoV-SARS,
0d35b10e-84b2-536e-a517-c41c0ef7a116,acronym,KGMMV,
6c4c5556-f483-5e95-a6a6-23b66497326b,acronym,CVX,
594a52a1-f3ce-58f1-bb18-a57512975003,acronym,PepMV,
7bf21d60-cc00-5717-bfb7-f39413c62b6d,acronym,AHSV2,
b1abe180-ff34-58c6-ad13-258c8e96e394,acronym,Bacillus phage SP01,
3008b3fb-2363-581e-9b4f-7213124d3aa2,acronym,MacMV,
c485378b-9d81-5541-9ff8-eee0fa229c2b,acronym,NLV,
61e26b07-4fe6-5b1d-bd34-78c27ef3e738,acronym,ONMV,
b3bec792-4af7-52c0-a90c-ede9be7187f7,acronym,ADV,
3daa3085-9710-5014-ad9b-dcba0e0dfaf7,acronym,BPV,
c7b4ae88-09dd-547e-948b-81eca7a1ae63,acronym,GLRaV-1,
38f1931e-d36f-5161-912a-753750cfaefa,acronym,CeHV-8,
321ee230-3410-54b5-9330-2eda8d227172,acronym,GCLV,
b08408d8-7466-5869-9c88-8d5e433675a9,acronym,CdTV,
6620f1a1-f997-5992-adb3-862066dd1373,acronym,TPV,
f782bbed-f70c-5b5e-a088-8e4c3f1f7d6e,acronym,FPLV,
92156f49-3bed-52cb-8416-44fc69cea3c4,acronym,CPV,
7af5b1e5-1299-55d8-9617-4a0dc2a2bb39,acronym,TAV-1,
7b767042-000f-5ff7-ad64-dbf6328362ee,acronym,SqLCV-C,
e4e9ec70-17aa-59f7-b6f0-deeb04bf4e62,acronym,SiGMFV-US,
119e4d0d-5464-5b84-a40a-3d2fb26c9cbe,acronym,SGMV,
5a707187-c8d1-5cf1-84f2-bb13225f018a,acronym,MEV,
1ca6dc49-9287-571a-9eca-635760f2a20f,acronym,P0HV-2,
f4d72de9-7738-528a-ae79-1a2192d138c7,acronym,PhHV-1,
cbe7fb21-b399-5a06-91c9-7ab925d6ca51,acronym,pSIVgml,
1b1443d9-6f25-5699-b9ac-c95d12beff76,acronym,TSEV,
fb91752d-7591-5681-9716-6582beaba672,acronym,CLCuKV,
015e6efb-310b-5c2d-98db-49d9e53b5af6,acronym,SbarLHV-1,
e5cbe2b8-5b1b-557a-b335-212b7d928ccd,acronym,MMV,
01fc4f5f-cf11-5929-ab12-c5995563f910,acronym,HvAV-3a,
cf632682-d6dd-5773-9795-2d42cce53825,acronym,HvAV-3b,
